species_name	bin_uri
Capulus sp.	BOLD:AAO5009
Capulus sp.	BOLD:AAO5019
Haliotis iris	BOLD:AAY1677
Nassarius crenoliratus	BOLD:ADJ7592
Nassarius gaudiosus	BOLD:AAX3413
Nassarius fretorum	BOLD:AAO6578
Viviparus georgianus	BOLD:ACO0897
Bellamya chinensis	BOLD:ACO0695
Paphies ventricosa	BOLD:AAK5282
Paphies ventricosa	BOLD:AAK5282
Paphies ventricosa	BOLD:AAK5282
Paphies ventricosa	BOLD:AAK5282
Paphies ventricosa	BOLD:AAK5282
Newnesia antarctica	BOLD:AAN6576
Cepaea nemoralis	BOLD:AAU0190
Succinea putris	BOLD:AAN9260
Lottia persona	BOLD:AAX6539
Mytilus trossulus	BOLD:AAB7148
Bolma recens	BOLD:AAO4986
Bolma recens	BOLD:AAO4986
Bolma recens	BOLD:AAO4986
Bolma henica	BOLD:ADK5513
Angaria sp.	BOLD:AAO6957
Atlanta peronii	BOLD:ADH1325
Atlanta selvagensis	BOLD:ACZ0738
Protatlanta souleyeti	BOLD:ADG7915
Cipangopaludina chinensis	BOLD:ADM5181
Lottia gigantea	BOLD:AAK6851
Lottia gigantea	BOLD:AAK6851
Mytilus californianus	BOLD:AAH3890
Mytilus californianus	BOLD:AAH3890
Calliostoma canaliculatum	BOLD:ABX2384
Calliostoma annulatum	BOLD:ABV3653
Pomaulax gibberosus	BOLD:ABU6433
Ceratostoma foliatum	BOLD:ABV5037
Ceratostoma foliatum	BOLD:ABV5037
Amphissa columbiana	BOLD:ABV9130
Amphissa columbiana	BOLD:ABV9130
Alia carinata	BOLD:AAZ4577
Calyptraea fastigata	BOLD:AAW8041
Crepidula norrisiarum	BOLD:AAJ6002
Alia carinata	BOLD:AAZ4577
Littorina scutulata	BOLD:ACB7305
Littorina scutulata	BOLD:ACB7305
Calliostoma ligatum	BOLD:AAZ4583
Olivella biplicata	BOLD:ACB8152
Olivella biplicata	BOLD:ACB8152
Littorina scutulata	BOLD:ACB7305
Littorina sitkana	BOLD:AAV0528
Ocinebrina lurida	BOLD:ABW8526
Calliostoma ligatum	BOLD:AAZ4583
Ocinebrina interfossa	BOLD:ACZ7510
Ceratostoma foliatum	BOLD:ABV5037
Ocinebrina lurida	BOLD:ABW8526
Nucella lamellosa	BOLD:AAA4445
Nucella canaliculata	BOLD:AAZ4580
Corbicula fluminea	BOLD:AAC2296
Gymnobela sp.	BOLD:AAB5324
Coralliophila caribaea	BOLD:ADF0277
Coralliophila caribaea	BOLD:ACX2607
Coralliophila curacaoensis	BOLD:ACX1960
Aplysia californica	BOLD:ADC5701
Turbo fluctuosus	BOLD:AAW8598
Echinolittorina penicillata	BOLD:AAI8917
Bellamya aeruginosa	BOLD:AAW2867
Capulus sp.	BOLD:AAO5026
Moroteuthopsis ingens	BOLD:AAA6541
Meretrix lusoria	BOLD:AAD4072
Dolicholatirus lancea	BOLD:ABU6614
Carychium minimum	BOLD:ADT3388
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Hyalocylis striata	BOLD:AAO3796
Echinolittorina reticulata	BOLD:AAA9391
Calliostoma consors	BOLD:AAW8761
Helisoma anceps	BOLD:AAV0531
Bursa granularis	BOLD:ABX8503
Bursa granularis	BOLD:ABX7785
Hawaiia minuscula	BOLD:AAM7937
Arcuatula senhousia	BOLD:AAB4685
Nuttallia obscurata	BOLD:ACM3383
Macoma secta	BOLD:ADK5461
Magallana gigas	BOLD:AAB2297
Conus ebraeus	BOLD:AAS0164
Mytilus edulis	BOLD:AAA2184
Orcula gularis	BOLD:ACQ0234
Euhadra eoa	BOLD:ACL7206
Euhadra sandai	BOLD:ACL6713
Globorhagada ruberpumilio	BOLD:ACS4298
Cerion incanum	BOLD:AAO1974
Littorina littorea	BOLD:AAA1269
Acanthochitona garnoti	BOLD:AAM3915
Acanthochitona garnoti	BOLD:AAM3915
Bellamya purificata	BOLD:AAW2867
Bellamya quadrata	BOLD:AAW2867
Acanthodoris lutea	BOLD:ACV6951
Diaphorodoris luteocincta	BOLD:ACV9285
Allognathus hispanicus	BOLD:ACV6109
Cuvierina atlantica	BOLD:AAE3222
Cuvierina columnella	BOLD:ACH8721
Cuvierina pacifica	BOLD:ACW0209
Mexacanthina lugubris	BOLD:AAA8794
Terebralia palustris	BOLD:AAF2150
Melanoides tuberculata	BOLD:AAC7317
Radix auricularia	BOLD:AAD6712
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:ACS6908
Georissa similis	BOLD:ADF6750
Capulus sp.	BOLD:AAO5020
Bursa quirihorai	BOLD:AAB0172
Bursa quirihorai	BOLD:AAB0172
Bursa fijiensis	BOLD:AAB0172
Bursa latitudo	BOLD:AAA8610
Akiracolus kuroharai	BOLD:AAW1677
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:ADV5019
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:AAC6843
Solen grandis	BOLD:ACQ3780
Yoldia limatula	BOLD:AAJ9453
Diodora cayenensis	BOLD:AAE8418
Conus biliosus	BOLD:ACL5589
Helicodiscus shimeki	BOLD:ACP7697
Crepipatella lingulata	BOLD:AAF2329
Nuttallina fluxa	BOLD:AAA3779
Lithopoma undosum	BOLD:AAJ9759
Nuttallina fluxa	BOLD:AAA3779
Haminoea virescens	BOLD:AAY1728
Nuttallina californica	BOLD:AAA8242
Tegula eiseni	BOLD:AAK0790
Aplysia vaccaria	BOLD:AAJ8483
Todarodes pacificus	BOLD:AAD5750
Terebralia palustris	BOLD:AAF2150
Radix auricularia	BOLD:AAD6712
Radix auricularia	BOLD:AAD6712
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:ACS6908
Galba truncatula	BOLD:AAY4012
Radix auricularia	BOLD:AAD6712
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:ACS6908
Galba truncatula	BOLD:AAI7214
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix labiata	BOLD:AAD0368
Radix auricularia	BOLD:AAD6712
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Pseudosuccinea columella	BOLD:AAH7974
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Galba truncatula	BOLD:AAI7214
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Sphaerium corneum	BOLD:ADM7571
Alycaeus jagori	BOLD:ADL9135
Nassarius sp.	BOLD:AAO5196
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Bursa sp.	BOLD:ABX9172
Galeodea echinophora	BOLD:ACY8866
Semicassis bisulcata	BOLD:ADM8977
Timoclea ovata	BOLD:AAW6073
Dendronotus frondosus	BOLD:ACR7570
Hermissenda crassicornis	BOLD:ACQ6340
Sepioteuthis cf. lessoniana ACEH12MAY02	BOLD:AAA9505
Sepioteuthis cf. lessoniana	BOLD:AAA9505
Todaropsis eblanae	BOLD:ABW8940
Orcula austriaca	BOLD:ACQ5845
Orcula austriaca	BOLD:ACQ5847
Orcula gularis	BOLD:ACQ1362
Orcula gularis	BOLD:ACQ0239
Orcula gularis	BOLD:ACQ3350
Orcula gularis	BOLD:ACQ3350
Orcula gularis	BOLD:ACQ3350
Orcula gularis	BOLD:ACQ3350
Orcula gularis	BOLD:ACQ3350
Orcula gularis	BOLD:ACQ0239
Cumberlandia monodonta	BOLD:AAD5812
Margaritifera middendorffi	BOLD:AAX3663
Margaritifera laevis	BOLD:ACS5863
Mactra chinensis	BOLD:AAX3441
Mactra chinensis	BOLD:AAX3441
Mactra chinensis	BOLD:AAX3441
Torresitrachia urvillei	BOLD:ACS6904
Siphonaria japonica	BOLD:ACH7183
Quistrachia leptogramma	BOLD:ACS5356
Dendostrea sp. MO2014	BOLD:ACQ5042
Panopea globosa	BOLD:ACQ2684
Gyraulus sp.	BOLD:ACQ0011
Trochulus hispidus	BOLD:ACP9825
Biomphalaria straminea	BOLD:AAI8591
Orculella bulgarica	BOLD:ACQ0739
Orculella bulgarica	BOLD:ACQ0739
Deroceras laeve	BOLD:AAN4286
Gulella cf. gwendolinae Usambara	BOLD:ACQ2041
Limax cinereoniger	BOLD:ACH6412
Tambja brasiliensis	BOLD:ACS6119
Pseudamnicola meloussensis	BOLD:ACQ0808
Fluviopupa riva	BOLD:ACQ1430
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Alviniconcha sp.	BOLD:AAJ4939
Terebralia palustris	BOLD:AAF2150
Terebralia palustris	BOLD:AAF2150
Bythiospeum pellucidum	BOLD:ACH5659
Bythiospeum nolli	BOLD:ACH5659
Bythiospeum sterkianum	BOLD:ACH5659
Bythiospeum sp.	BOLD:ACH5659
Bythiospeum gonostoma	BOLD:ACH5659
Bythiospeum sp.	BOLD:AAW7843
Bythiospeum diaphanoides	BOLD:ACR6487
Radix balthica	BOLD:ACS6908
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Radix balthica	BOLD:AAN9288
Georissa similis	BOLD:ADF7849
Georissa similis	BOLD:ADF7847
Plectostoma concinnum	BOLD:ADL3051
Plectostoma concinnum	BOLD:ADL3051
Plectostoma concinnum	BOLD:ACB4600
Plectostoma concinnum	BOLD:ADL5090
Haustrum scobina	BOLD:AAL5725
Nerita NEGV4	BOLD:AAH3391
Stagnicola elodes	BOLD:ACW8147
Cerithiopsis petanii	BOLD:ABX1344
Mactra stultorum	BOLD:ACM1884
Buccinum undatum	BOLD:AAJ8519
Scaphander lignarius	BOLD:AAI0664
Nassarius incrassatus	BOLD:AAC5475
Simnia patula	BOLD:AAV8835
Gibbula cineraria	BOLD:AAY1495
Hero formosa	BOLD:AAY9824
Euspira fusca	BOLD:ACM1379
Turritella communis	BOLD:ACM1651
Aporrhais pespelecani	BOLD:AAJ1874
Palio dubia	BOLD:AAX1867
Alia carinata	BOLD:AAZ4577
Potamopyrgus antipodarum	BOLD:ABY5556
Ruditapes philippinarum	BOLD:AAA3922
Chloritis sudestensis	BOLD:ACQ4066
Parachloritis sp.	BOLD:ACQ3379
Nassarius acuticostus	BOLD:AAX3440
Diplommatina electa A MS2011	BOLD:ACI1050
Orcula dolium	BOLD:ACI2293
Semisalsa aponensis	BOLD:ACH4715
Scyllaea pelagica	BOLD:ACH6003
Diacria trispinosa	BOLD:AAD9594
Cymbulia sibogae	BOLD:ACQ3991
Tegula funebralis	BOLD:AAV0529
Pseudamnicola bareai	BOLD:ACB7101
Pseudamnicola andalusica	BOLD:ACH4634
Cerithidea rhizophorarum	BOLD:AAA9510
Cerithidea alata	BOLD:ACH9667
Codringtonia parnassia	BOLD:ACH8495
Cepaea nemoralis	BOLD:AAG1590
Cepaea nemoralis	BOLD:AAG1590
Cepaea nemoralis	BOLD:ADK1000
Bithynia siamensis	BOLD:ABZ7044
Wattebledia bashi	BOLD:ABW7146
Nerita textilis	BOLD:AAH3280
Enigmaticolus monnieri	BOLD:AAO8991
Nassarius sp.	BOLD:AAO5194
Manaria hadorni	BOLD:AAO7673
Manaria brevicaudata	BOLD:AAO3758
Nerita violacea	BOLD:ABW2127
Philine sp.	BOLD:AAO5382
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Nerita peloronta	BOLD:AAH2922
Mulinia lateralis	BOLD:ACC3643
Bursa quirihorai	BOLD:AAB0172
Bufonaria perelegans	BOLD:AAB0172
Bufonaria perelegans	BOLD:AAB0172
Bolma recens	BOLD:AAO4986
Bolma recens	BOLD:AAO4986
Bolma pseudobathyraphis	BOLD:AAO4987
Mytilus californianus	BOLD:AAH3890
Mytilus californianus	BOLD:AAH3890
Mytilus californianus	BOLD:AAH3890
Alloteuthis sp.	BOLD:AAB2767
Margarites helicinus	BOLD:AAG1563
Antiplanes thalaea	BOLD:ADR8776
Borsonella merriami	BOLD:ADR7710
Pleurobranchaea californica	BOLD:ADQ1312
Loligo vulgaris	BOLD:AAK6535
Loligo vulgaris	BOLD:AAK6535
Pecten jacobaeus	BOLD:ABZ0150
Rapana bezoar	BOLD:ABV4540
Ruditapes decussatus	BOLD:ADR8385
Sepia officinalis	BOLD:AAA1559
Sepia officinalis	BOLD:AAA1559
Atlanta californiensis	BOLD:ACV0973
Haminoea vesicula	BOLD:ABW8418
Idiosepius pygmaeus	BOLD:AAI7680
Euhadra amaliae	BOLD:ACL7047
Euhadra peliomphala	BOLD:ACL7619
Orcula dolium	BOLD:ACH9974
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACH9976
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0691
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACH7030
Orcula dolium	BOLD:ACH7030
Orcula dolium	BOLD:ACI2293
Tritia obsoleta	BOLD:AAA3780
Melibe rosea	BOLD:ADF7731
Acroloxus lacustris	BOLD:ACI0754
Adamsiella monstrosa	BOLD:ACH9048
Heleobia andicola	BOLD:ACH6356
Pseudamnicola exilis	BOLD:ACH9594
Pseudamnicola iruritai	BOLD:ACB6938
Cepaea nemoralis	BOLD:ADK1000
Cepaea nemoralis	BOLD:AAG1590
Ecrobia truncata	BOLD:AAG1562
Georissa similis	BOLD:ADF7853
Georissa similis	BOLD:ADF7849
Plectostoma concinnum	BOLD:ACB3993
Plectostoma concinnum	BOLD:ACB3993
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Leptopoma pellucidum	BOLD:ACT7557
Philine confusa	BOLD:ACH8614
Marginella sp.	BOLD:AAO9269
Capulus NEGV1	BOLD:ADL0549
Zospeum tholussum	BOLD:ACG7014
Octopus vulgaris	BOLD:ACG8450
Phalium undulatum	BOLD:ACG8661
Eledone cirrhosa	BOLD:ACI9516
Sepiola tridens	BOLD:ABX2566
Euspira draconis	BOLD:ACH0477
Limacia mcdonaldi	BOLD:ADJ7674
Aegires albopunctatus	BOLD:ADR2858
Crossata californica	BOLD:ADM2660
Corambe steinbergae	BOLD:ACV8568
Loligo vulgaris	BOLD:AAK6535
Octopus vulgaris	BOLD:AAB0290
Rapana bezoar	BOLD:ABV4540
Ruditapes decussatus	BOLD:ADR8385
Mytilus edulis	BOLD:AAA2184
Bathymodiolus thermophilus	BOLD:AAB2512
Adipicola crypta	BOLD:AAD3750
Elliptio arca	BOLD:AAB3266
Marcia marmorata	BOLD:AAO7359
Contradens sp. MOTU-Rec-08	BOLD:ADJ8940
Gigantidas gladius	BOLD:AAC1293
Indoplanorbis cf. exustus	BOLD:AAD4286
Littoraria subvittata	BOLD:ACH3111
Melarhaphe neritoides	BOLD:AAG4377
Radiatula sp. MOTU-Par-16	BOLD:ADK7312
Orcula conica	BOLD:ACH9973
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI2293
Orcula dolium	BOLD:ACH8753
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0691
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACI0692
Orcula dolium	BOLD:ACH7027
Orcula dolium	BOLD:ACI0691
Adamsiella cf. ignilabris	BOLD:ACH9045
Haliotis kamtschatkana	BOLD:AAA2369
Medora punctulata	BOLD:ACI1708
Olivella biplicata	BOLD:ACB8152
Lottia austrodigitalis	BOLD:ACB7155
Pseudamnicola hauffei	BOLD:ACH8686
Pseudamnicola astieri	BOLD:ACH8682
Pseudamnicola luisi	BOLD:ACB8485
Stramonita canaliculata	BOLD:AAC3999
Stramonita biserialis	BOLD:ACH2527
Codringtonia intusplicata	BOLD:ACH7201
Cepaea nemoralis	BOLD:ACH8388
Cepaea nemoralis	BOLD:ACH6476
Cepaea nemoralis	BOLD:ACH8485
Cepaea nemoralis	BOLD:ACH6781
Cepaea nemoralis	BOLD:ACH6784
Bythinella charpentieri	BOLD:ACH2510
Bythinella charpentieri	BOLD:ACH2510
Littoraria pintado	BOLD:AAX6439
Ischadium recurvum	BOLD:AAC8527
Zospeum sp. cf. spelaeum	BOLD:ACF1557
Zospeum suarezi	BOLD:ACB2522
Zospeum vasconicum	BOLD:ACB2583
Zospeum zaldivarae	BOLD:ACB3044
Phorcus mutabilis	BOLD:ACA1721
Euhadra amaliae	BOLD:ACL7047
Euhadra dixoni	BOLD:ACL6520
Euhadra sandai	BOLD:ACL6713
Euhadra subnimbosa	BOLD:ACL7790
Euhadra subnimbosa	BOLD:ACL7825
Bathymodiolus childressi	BOLD:ABY5281
Belocaulus angustipes	BOLD:AAZ0368
Brachidontes rostratus	BOLD:ACV7014
Brachidontes rostratus	BOLD:ACV7014
Brachidontes rostratus	BOLD:ACV7014
Bythiospeum pellucidum	BOLD:ACH5659
Bythiospeum sp. Blaubeuren	BOLD:ACH5659
Bythiospeum sp. Lorch	BOLD:AAW7843
Bythiospeum sp. Schwangau	BOLD:ACH5659
Columbella adansoni	BOLD:ADK2969
Columbella adansoni	BOLD:ADK2969
Contradens sp. MOTU-Rec-07	BOLD:ADK7625
Cumberlandia monodonta	BOLD:AAD5812
Cylindrus obtusus	BOLD:ACD2472
Fruticocampylaea narzanensis	BOLD:ADK7831
Gigantidas gladius	BOLD:AAC1293
Granulomelon sp. S FC-2015	BOLD:ADK4036
Grossuana sp. Bulgaria	BOLD:AAI6629
Helicostyla fauna	BOLD:ADJ9513
Leptochiton cascadiensis	BOLD:AAA8070
Littoraria subvittata	BOLD:ACH3111
Littoraria subvittata	BOLD:ACH3111
Littoraria subvittata	BOLD:ACH3111
Littoraria sinensis	BOLD:ACH3757
Littorina littorea	BOLD:AAA1269
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Melarhaphe neritoides	BOLD:AAG4377
Monodonta labio	BOLD:ADK4260
Montenegrina stankovici	BOLD:ADJ9377
Montenegrina subcristata	BOLD:ADJ7810
Morula spinosa	BOLD:AAR4788
Ostrea stentina	BOLD:AAD3640
Ostrea conchaphila	BOLD:ADK3293
Potomida littoralis	BOLD:ACB7075
Potomida littoralis	BOLD:AAD6041
Pseudolatirus aff. pallidus MNHN IM 2007-32913	BOLD:AAO3735
Pseudosuccinea columella	BOLD:AAH7974
Pyrgulopsis stearnsiana	BOLD:ADK3317
Radiatula sp. MOTU-Par-16	BOLD:ADK7312
Radix balthica	BOLD:AAN9288
Radix sp. clade 9 CC-2016	BOLD:ACH5101
Sarasinula plebeia	BOLD:ACQ5503
Talonostrea talonata	BOLD:ADK4468
Biomphalaria tenagophila	BOLD:ACI7563
Montenegrina cattaroensis	BOLD:ADK3016
Montenegrina dofleini	BOLD:ADK1941
Montenegrina skipetarica	BOLD:ADJ6278
Anadara kagoshimensis	BOLD:AAI0662
Cerithiopsis oculisfictis	BOLD:ABX1357
Thyasira flexuosa	BOLD:ACO3763
Timoclea ovata	BOLD:AAW6073
Emarginula rosea	BOLD:ACM1797
Peringia ulvae	BOLD:AAA7911
Lophiotoma abbreviata	BOLD:ACF2220
Hastulopsis amoena	BOLD:AAC7095
Lolliguncula panamensis	BOLD:ACQ6000
Euhadra latispira	BOLD:ACL6895
Nipponochloritis pumila	BOLD:ACL7594
Satsuma japonica	BOLD:ACL7341
Felimida dalli	BOLD:ACQ7861
Mexithauma quadripaludium	BOLD:ACQ2025
Ocenebra erinaceus	BOLD:AAB1828
Bithynia siamensis	BOLD:AAL6628
Bithynia siamensis	BOLD:AAL6628
Bithynia siamensis	BOLD:AAL6628
Bithynia siamensis	BOLD:AAL6628
Bithynia siamensis	BOLD:AAL6628
Bithynia siamensis	BOLD:AAL6628
Bithynia funiculata	BOLD:ABZ5469
Bithynia funiculata	BOLD:ACF4020
Bithynia funiculata	BOLD:ACF4020
Bithynia funiculata	BOLD:AAL6386
Hydrobioides nassa	BOLD:ABY2008
Hydrobioides nassa	BOLD:ABY2008
Wattebledia bashi	BOLD:ABW7146
Gabbia wykoffi	BOLD:ABY1998
Gabbia wykoffi	BOLD:ABY1998
Gabbia wykoffi	BOLD:ABY1998
Gabbia wykoffi	BOLD:ABW7000
Gabbia wykoffi	BOLD:ABW7000
Gabbia wykoffi	BOLD:ABW7000
Gabbia wykoffi	BOLD:ABW6998
Wattebledia crosseana	BOLD:ABW7016
Wattebledia crosseana	BOLD:ABY1993
Wattebledia crosseana	BOLD:ABY1993
Bursa latitudo	BOLD:AAA8610
Bursa latitudo	BOLD:AAA8610
Carychium minimum	BOLD:ADV5019
Carychium minimum	BOLD:ADV5019
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:ADV5019
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium minimum	BOLD:AAC6843
Littorina plena	BOLD:AAJ2266
Mytilus trossulus	BOLD:AAB7148
Bufonaria perelegans	BOLD:AAB0172
Bufonaria sp.	BOLD:ABY1181
Telinna nuculoides	BOLD:ADO8435
Dosinia lupinus	BOLD:ACM1462
Flabellina pedata	BOLD:AAD3580
Lophiotoma acuta	BOLD:AAA3667
Oxymeris troendlei	BOLD:AAF0189
Terebra subulata	BOLD:AAD4150
Terebra sp.	BOLD:AAE9183
Duplicaria coriolisi	BOLD:ADT7789
Terebra laevigata	BOLD:AAD6162
Terenolla pygmaea	BOLD:AAD2880
Hastula albula	BOLD:AAD7138
Myurella columellaris	BOLD:AAE7083
Duplicaria anseeuwi	BOLD:ADT7790
Myurella undulata	BOLD:AAC6763
Sepioteuthis cf. lessoniana	BOLD:AAA9504
Lolliguncula brevis	BOLD:ACQ4389
Bathymodiolus thermophilus	BOLD:AAC0805
Bathymodiolus thermophilus	BOLD:AAB2512
Obovaria subrotunda	BOLD:AAK4231
Mactra chinensis	BOLD:AAX3441
Mactra chinensis	BOLD:AAX3441
Ruditapes variegatus	BOLD:AAH7873
Sinonovacula constricta	BOLD:AAA2942
Ilanga cf. norfolkensis LS2013	BOLD:ACQ1743
Glaucus atlanticus	BOLD:AAC5316
Quistrachia warroorana	BOLD:ACQ4176
Quistrachia warroorana	BOLD:ACQ4176
Quistrachia lefroyi	BOLD:ACQ0764
Quistrachia monogramma	BOLD:ACQ1541
Potamilus purpuratus	BOLD:AAE3348
Crassostrea virginica	BOLD:AAA3345
Nucula atacellana	BOLD:ACI0048
Gyraulus sp.	BOLD:ACQ2738
Iravadia sp.	BOLD:ACQ2627
Plakobranchus sp. white JV2013	BOLD:ACB7131
Kalinga ornata	BOLD:AAH3044
Haminoea japonica	BOLD:ACH4494
Deroceras laeve	BOLD:ACQ5922
Polycera atra	BOLD:ACQ8021
Solenosteira macrospira	BOLD:ACQ0640
Hydrobia acuta	BOLD:AAA4943
Nymphophilus minckleyi	BOLD:ACQ0174
Mancinella echinata	BOLD:ACB8741
Oncomelania hupensis	BOLD:AAW4485
Alviniconcha sp.	BOLD:AAR3689
Alviniconcha hessleri	BOLD:AAB2244
Stenothyra sp. 2 subsp. 3 REG2013	BOLD:ACQ5516
Stenothyra cf. glabra REG2013	BOLD:ACQ0861
Cerithidea cingulata	BOLD:AAA7612
Juturnia kosteri	BOLD:ACQ0210
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:ADV5019
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:AAC6843
Carychium tridentatum	BOLD:AAI6554
Carychium minimum	BOLD:ADV5019
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Carychium tridentatum	BOLD:AAI6554
Littoraria irrorata	BOLD:AAA3283
Rumina decollata	BOLD:AAN6570
Myurella affinis	BOLD:AAB7047
Lophiotoma acuta	BOLD:AAF8420
Terebra guttata	BOLD:AAE9394
Hastula matheroniana	BOLD:ADK2768
Granuliterebra tricincta	BOLD:ADT5882
Strioterebrum nitidum	BOLD:ADV1691
Strioterebrum sp.	BOLD:ADS2370
Oxymeris felina	BOLD:AAF0189
Oxymeris chlorata	BOLD:AAJ1913
Myurella paucistriata	BOLD:AAX3590
Terebra funiculata	BOLD:ABU8935
Hastulopsis amoena	BOLD:AAC7095
Duplicaria benthalis	BOLD:ADT9615
Cinguloterebra sp.	BOLD:AAE9182
Pellifronia jungi	BOLD:AAI0767
Cinguloterebra fujitai	BOLD:AAR9222
Clathroterebra multistriata	BOLD:AAJ1054
Terebra argosyia	BOLD:AAB3527
Buccinum angulosum	BOLD:AAW7367
Astarte moerchi	BOLD:ACR1203
Philine lima	BOLD:AAZ3283
Portlandia arctica	BOLD:AAF0100
Orcula austriaca	BOLD:ACQ5845
Orcula gularis	BOLD:ACQ5776
Orcula gularis	BOLD:ACQ3350
Lepidochitona sp. CIGR2014	BOLD:ACQ0028
Lepidochitona sp. CIGR2014	BOLD:ACQ0028
Bythiospeum nolli	BOLD:ACH5659
Bythiospeum pellucidum	BOLD:ACH5659
Bythiospeum sp.	BOLD:AAW7843
Bythiospeum francomontanum	BOLD:AAW7843
Capulus sp.	BOLD:AAO5004
Xenophora sp.	BOLD:AAO8046
Granulifusus aff. kiranus	BOLD:AAF7229
Hebra subspinosa	BOLD:AAO6880
Nassarius cinctellus	BOLD:AAO6586
Nassarius olivaceus	BOLD:AAO7372
Nassarius sp.	BOLD:AAO5200
Calliotectum tibiaeforme	BOLD:AAO6931
Amalda sp.	BOLD:AAO5151
Carychium minimum	BOLD:ADV5019
Cerithiopsis sp.	BOLD:AAO7512
Calliostoma sp.	BOLD:AAO5600
Bolma pseudobathyraphis	BOLD:AAO4987
Bolma pseudobathyraphis	BOLD:AAO4987
Bolma recens	BOLD:AAO4986
Bolma recens	BOLD:AAO4986
Bolma recens	BOLD:AAO4986
Bolma henica	BOLD:AAO5073
Bolma henica	BOLD:ADK5513
Thyasira flexuosa	BOLD:ACO3763
Tellina tenuis	BOLD:ACR7697
Flabellina gracilis	BOLD:ACR6252
