species_name	bin_uri
Diodora graeca	BOLD:ACM1314
Haliotis diversicolor	BOLD:AAD5674
Haliotis diversicolor	BOLD:AAD5674
Lepetodrilus sp. CNR-2015	BOLD:ACQ8292
Bythinella sp. Bulgaria	BOLD:ADR5664
Chondropomium weinlandi	BOLD:ADR3309
Chondropomium weinlandi	BOLD:ADR3309
Chondropomium weinlandi	BOLD:ADR3309
Capulus subcompressus	BOLD:ACB7805
Heleobia ascotanensis	BOLD:ACH6359
Heleobia ascotanensis	BOLD:ADR4186
Heleobia ascotanensis	BOLD:ADR4186
Heleobia ascotanensis	BOLD:ACH6359
Heleobia ascotanensis	BOLD:ACH6359
Heleobia ascotanensis	BOLD:ACH6359
Heleobia ascotanensis	BOLD:ACH6359
Devetakia mandrica	BOLD:ADR7705
Grossuana sp. Bulgaria	BOLD:ADJ7611
Ohridohoratia sturanyi	BOLD:ADK5316
Falcidens crossotus	BOLD:ACH3498
Pseudamnicola sp. Khios	BOLD:ADK5370
Pseudamnicola sp. Naxos	BOLD:ADK2454
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Potamopyrgus antipodarum	BOLD:ABY5556
Littoraria sinensis	BOLD:ACH3757
Monachoides vicinus	BOLD:ADR9229
Liolophura japonica	BOLD:ADR4464
Xeroplexa arrabidensis	BOLD:ADR4226
Backeljaia najerensis	BOLD:ADR8007
Xeroplexa belemensis	BOLD:ADR4470
Rhagada sp. Pilbara Banded	BOLD:ADR4236
Rhagada sp. Pilbara Banded	BOLD:ADR2689
Rhagada sp. Pilbara Banded	BOLD:ADR4632
Rhagada sp. Pilbara Banded	BOLD:ADR5457
Rhagada sp. Pilbara Banded	BOLD:ADR6649
Plicuteria lubomirskii	BOLD:AAJ8656
Terebralia palustris	BOLD:AAF2150
Phaedusa japonica	BOLD:ADB9118
Phaedusa nishinoshimana	BOLD:ADB7246
Tegula funebralis	BOLD:AAV0529
Unio pictorum	BOLD:AAD9208
Sepiella japonica	BOLD:AAD8673
Placida sp. 1 NY-2013	BOLD:ADC8506
Siphonodentalium lobatum	BOLD:ADC6987
Littoraria undulata	BOLD:AAX6442
Sepia lycidas	BOLD:ABA8975
Uroteuthis duvaucelii	BOLD:AAE3352
Aulacomya atra	BOLD:ACH5760
Utterbackia peggyae	BOLD:ACH3909
Lampsilis siliquoidea	BOLD:ACH5020
Corbicula japonica	BOLD:AAC3963
Ruditapes philippinarum	BOLD:AAA3922
Ruditapes philippinarum	BOLD:AAA3922
Donax hanleyanus	BOLD:ACH2828
Donax hanleyanus	BOLD:ACH2828
Macridiscus semicancellata	BOLD:AAO8016
Calyptogena pacifica	BOLD:AAB1195
Bradybaena blakeana	BOLD:ADR5379
Ferrissia californica	BOLD:AAE6642
Biomphalaria straminea	BOLD:AAI8591
Ringiculoides kurilensis	BOLD:ADR1835
Pyramidula jaenensis	BOLD:ADR5774
Candidula arganica	BOLD:ADR9990
Backeljaia camporroblensis	BOLD:ADR9824
Xerogyra grovesiana	BOLD:ADR6449
Candidula unifasciata	BOLD:ABZ0416
Cylindrus obtusus	BOLD:ACD2472
Arcuatula senhousia	BOLD:AAB4686
Crassostrea ariakensis	BOLD:AAD6870
Saccostrea cucullata complex sp. SC-7	BOLD:ACH3793
Saccostrea palmula	BOLD:ACV8952
Cumberlandia monodonta	BOLD:AAD5812
Cumberlandia monodonta	BOLD:AAD5812
Cumberlandia monodonta	BOLD:AAD5813
Solenaia rivularis	BOLD:ADJ9495
Schistodesmus lampreyanus	BOLD:ADK6531
Unio crassus	BOLD:AAF5082
Unio crassus	BOLD:ADR7749
Unio delphinus	BOLD:AAB1507
Unio elongatulus	BOLD:ADJ9295
Unio mancus	BOLD:AAC3754
Unio pictorum	BOLD:AAD9208
Unio tumidiformis	BOLD:AAD2110
Unio tumidiformis	BOLD:AAD2110
Cerastoderma edule	BOLD:AAW6330
Corbicula cf. fluminalis	BOLD:ACF4380
Macoma petalum	BOLD:AAX6027
Lunella coreensis	BOLD:AAE3868
Lunella cinerea	BOLD:ACH3622
Physella acuta	BOLD:AAB6434
Orcula dolium	BOLD:ACI2293
Orcula dolium	BOLD:ACH7030
Albinaria caerulea	BOLD:ACI0303
Lunella granulata	BOLD:AAD3503
Lunella granulata	BOLD:AAD3503
Neritina virginea	BOLD:AAW7087
Thais luteostoma	BOLD:ACB7390
Codringtonia codringtonii	BOLD:ACH7199
Eledone cirrhosa	BOLD:ACI9516
Gemmuloborsonia clandestina	BOLD:AAB3176
Euhadra dixoni	BOLD:ACL6521
Euhadra subnimbosa	BOLD:ACL7089
Nipponochloritis oscitans	BOLD:ACL6920
Mytilus galloprovincialis	BOLD:AAA4735
Unio crassus	BOLD:AAF5082
Anodonta anatina	BOLD:ACQ3122
Congeria kusceri	BOLD:ACH9695
Cerastoderma glaucum	BOLD:AAA3078
Leptochiton boucheti	BOLD:AAO2543
Bithynia siamensis	BOLD:AAL6628
Cochlostoma achaicum	BOLD:ACH3538
Limacina helicina	BOLD:AAB8895
Limacina inflata	BOLD:ADR3133
Microcolpia daudebartii	BOLD:AAJ0304
Arion fuscus	BOLD:AAC0334
Unio crassus	BOLD:ADR8967
Xerocrassa prietoi	BOLD:ADR6829
Xerocrassa prietoi	BOLD:ADR5211
Monodonta labio	BOLD:ADK4260
Galba truncatula	BOLD:ADR2784
Oxynoe sp. 5 PK-2017	BOLD:ADR4210
Ischnochiton boninensis	BOLD:AAW8792
Ischnochiton comptus	BOLD:ADR3862
Ischnochiton comptus	BOLD:ADR3862
Ischnochiton hayamii	BOLD:ADR3831
Musculista senhousia	BOLD:AAB4685
Mytilus sp.	BOLD:AAA4735
Mytilus sp.	BOLD:AAA4735
Perna viridis	BOLD:ACY1487
Xenostrobus securis	BOLD:ACI1679
Crassostrea gigas	BOLD:AAB2297
Crassostrea sikamea	BOLD:AAI9053
Azumapecten farreri	BOLD:AAE9030
Elysia atroviridis	BOLD:ACI2277
Patella rustica	BOLD:AAA9280
Patella ulyssiponensis	BOLD:AAA9623
Varicinassa variciferus	BOLD:ACB8189
Varicinassa variciferus	BOLD:ACB8189
Bursa quirihorai	BOLD:AAB0172
Bursa quirihorai	BOLD:AAB0172
Nerita balteata	BOLD:AAE2476
Rhagada perprima	BOLD:ACI0144
Rhagada elachystoma	BOLD:ACH5152
Medora macascarensis	BOLD:ACI1702
Moerella iridescens	BOLD:ACD2265
Argopecten irradians	BOLD:AAE6155
Murella muralis	BOLD:ACI0812
Arianta arbustorum	BOLD:ACH7416
Macoma balthica	BOLD:AAB2513
Conus capitanellus	BOLD:ACL5451
Conus sp.	BOLD:ACL5464
Conus ebraeus	BOLD:AAA4120
Conus ebraeus	BOLD:AAA4120
Conus elokismenos	BOLD:AAD3518
Muusoctopus longibrachus	BOLD:AAC5757
Mytilus trossulus	BOLD:AAB7148
Cumberlandia monodonta	BOLD:AAD5812
Lepetodrilus aff. tevnianus	BOLD:AAA9673
Cellana nigrolineata	BOLD:AAI7331
Scurria scurra	BOLD:AAJ5798
Baudinella sp.	BOLD:ACQ8408
Parachloritis sp.	BOLD:ACQ3816
Aegista pseudopatula	BOLD:ACQ8078
Bradybaena circulus	BOLD:ACQ5391
Bradybaena miyakejimana	BOLD:ACQ5122
Tridacna noae	BOLD:AAW8082
Tridacna noae	BOLD:AAW8082
Tridacna noae	BOLD:AAW8082
Tridacna noae	BOLD:AAW8082
Belgrandiella cf. robusta	BOLD:ACI1837
Cochlostoma auritum	BOLD:ADR3353
Siphonaria lessonii	BOLD:ACH6232
Monodonta perplexa	BOLD:ADK5506
Montenegrina laxa	BOLD:ADR9212
Montenegrina laxa	BOLD:ADR5251
Potomida littoralis	BOLD:ADK1063
Unio crassus	BOLD:ADR6661
Bathymodiolus boomerang	BOLD:AAD7685
Bathymodiolus boomerang	BOLD:AAD7685
Triplodon corrugatus	BOLD:ACI0920
Pleurobema riddellii	BOLD:ACH4743
Nodularia douglasiae	BOLD:ADR9195
Paphies ventricosa	BOLD:AAK5282
Potamocorbula sp.	BOLD:ACQ5562
Potamocorbula sp.	BOLD:ACH5927
Pinna saccata	BOLD:ACQ0014
Clio sp. RJ2009	BOLD:ACQ4296
Trochulus hispidus	BOLD:ACP9825
Trochulus hispidus	BOLD:ACP9825
Biomphalaria occidentalis	BOLD:AAW3498
Philinopsis miqueli	BOLD:ACQ3514
Limacina antarctica	BOLD:AAB8894
Margarya mansuyi	BOLD:ACQ5171
Margarya yangtsunghaiensis	BOLD:ACQ1858
Mexithauma quadripaludium	BOLD:ACQ2025
Mexithauma quadripaludium	BOLD:ACQ2025
Oncomelania hupensis	BOLD:AAW4485
Alviniconcha sp.	BOLD:AAJ4939
Theba pisana	BOLD:ACQ2199
Megalonaias nervosa	BOLD:AAX3278
Cyclonaias petrina	BOLD:ADI6531
Cyclonaias pustulosa	BOLD:AAI0636
Callistoctopus minor	BOLD:AAI3616
Callistoctopus minor	BOLD:AAI3616
Octopus tetricus	BOLD:AAW9989
Octopus vulgaris	BOLD:AAB0290
Octopus vulgaris	BOLD:AAB0290
Illex coindetii	BOLD:AAC3804
Haliotis rufescens	BOLD:AAA2369
Lamellaria sp. NIWA-74257-D	BOLD:ADR6176
Marseniopsis conica	BOLD:AAO8251
Coralliophila violacea	BOLD:ACX1734
Coralliophila violacea	BOLD:ADR5004
Coralliophila violacea	BOLD:ADR5004
Coralliophila violacea	BOLD:ADR5004
Coralliophila violacea	BOLD:ACX1734
Monacha cantiana	BOLD:ADJ6911
Monacha cantiana	BOLD:ADJ6911
Patelloida pygmaea	BOLD:AAJ2353
Hinkleyia caperata	BOLD:ADR2564
Stagnicola cf. elodes	BOLD:ADK5666
Physella acuta	BOLD:AAB6433
Thyasira sp. TH33	BOLD:ADR6041
Plakobranchus cf. ianthobapsus RW-2017	BOLD:AAM5039
Elysia viridis	BOLD:AAM5936
Callina rotula	BOLD:ADR1963
Plectostylus sp. FJBosque_153	BOLD:ADR3571
Plectostylus sp. FJSeco_155	BOLD:ADR6654
Hystricella echinulata	BOLD:ADR7654
Hystricella bicarinata	BOLD:ADR4394
Spixia holmbergi	BOLD:ADR8515
Wollastonia leacockiana	BOLD:ADR3011
Hystricella bicarinata	BOLD:ADR4395
Bathymodiolus cf. childressi	BOLD:ABY5281
Patella ferruginea	BOLD:AAA8123
Plakobranchus cf. ianthobapsus RW-2017	BOLD:AAM5039
Wallaconchis ater	BOLD:ADR6660
Wallaconchis ater	BOLD:ADR6659
Nitor sp. 5 FK-2017	BOLD:ADR5376
Dracogyra subfuscus	BOLD:ADR9620
Bathymodiolus cf. childressi	BOLD:ABY5281
Wallaconchis ater	BOLD:ADR6659
Wallaconchis ater	BOLD:ADR6659
Peronina zulfigari	BOLD:ADR7433
Peronina zulfigari	BOLD:ADR7433
Bathymodiolus platifrons	BOLD:AAW2781
Crassostrea gigas	BOLD:AAB2297
Crassostrea gigas	BOLD:AAB2297
Fusconaia askewi	BOLD:ADK4474
Fusconaia flava	BOLD:AAB7215
Pleurobema sintoxia	BOLD:AAE4788
Pleurobema sp. Sintoxia_UAUC529_L	BOLD:AAE4788
Anodonta anatina	BOLD:AAB7495
Strophitus radiatus	BOLD:ADL1065
Nodularia douglasiae	BOLD:ADP9264
Unio bonellii	BOLD:ADJ5790
Unio mancus	BOLD:AAC3754
Cyclonaias necki	BOLD:ADI9807
Cyclonaias nodulata	BOLD:ACB8154
Cyclonaias pustulosa	BOLD:AAI0636
Cerastoderma edule	BOLD:AAW6330
Cerastoderma edule	BOLD:AAW6330
Lissarca notorcadensis	BOLD:ACW0813
Lissarca notorcadensis	BOLD:ACW0813
Musculista senhousia	BOLD:ACQ5088
Uroteuthis chinensis	BOLD:AAB5881
Uroteuthis chinensis	BOLD:AAB5881
Chondrocyclus sp. n. 1 MC-2018	BOLD:ADR3082
Pyrgulopsis kolobensis	BOLD:AAD2941
Pyrgulopsis kolobensis	BOLD:AAD2941
Pyrgulopsis kolobensis	BOLD:AAD2941
Alvania mediolittoralis	BOLD:ADR9124
Rissoa cf. guernei PT-BVG 3534	BOLD:ADR6773
Coralliophila radula	BOLD:AAF1111
Coralliophila radula	BOLD:AAF1111
Coralliophila radula	BOLD:AAF1111
Caucasigena eichwaldi	BOLD:ADR6895
Mitra sp. MNHN-IM-2007-30074	BOLD:AAO6454
Euomphalia strigella	BOLD:ADR7063
Chromodoris cf. lochi FPV	BOLD:AAE7680
Chromodoris lochi	BOLD:ADR2570
Chromodoris westraliensis	BOLD:ADR2534
Cuthonella soboli	BOLD:ADR7927
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Siphonaria lessonii	BOLD:ACH6232
Peronia sp. Singapore clade	BOLD:ADR6584
Physella acuta	BOLD:AAB6433
Indoplanorbis exustus	BOLD:AAD4286
Nitor sp. 4 FK-2017	BOLD:ADR6680
Acanthochitona sp. A DJE-2018	BOLD:ADR5206
Galba truncatula	BOLD:ACQ4826
Sigaloeista rubra	BOLD:ADR2101
Mytella charruana	BOLD:ACS3685
Spondylus ictericus	BOLD:ADR3665
Fusconaia askewi	BOLD:ADK4474
Fusconaia chunii	BOLD:ADK4474
Lamellidens indawgyiensis	BOLD:ACH6494
Ensidens ingallsianus complex sp. 2 PP-2017	BOLD:ACV9356
Contradens sp. n. EJ-2018	BOLD:ADR4405
Dosinia fibula	BOLD:AAO9163
Pitar japonicum	BOLD:AAO6833
Loliolus beka	BOLD:ABA8796
Mercenaria mercenaria	BOLD:AAA3989
Nassarius livescens	BOLD:ACH4906
Costacallista erycina	BOLD:AAK2197
Haminoea japonica	BOLD:ACH4492
Conus sp.	BOLD:AAO3751
Conus sp.	BOLD:AAO6404
Profundiconus teramachii	BOLD:ACB8227
Terebra sp.	BOLD:ADU8403
Phorcus lineatus	BOLD:AAO2227
Siphonaria pectinata	BOLD:AAE1468
Bellamya aeruginosa	BOLD:AAW2867
Cominella glandiformis	BOLD:ACV8579
Nipponacmea fuscoviridis	BOLD:ACS4711
Potomida littoralis	BOLD:ACB7075
Cernuella virgata	BOLD:AAW4394
Angaria delphinus	BOLD:AAO6957
Mesoginella sp.	BOLD:ADZ6561
Patelloida saccharina	BOLD:AAE7072
Patelloida saccharina	BOLD:AAE7072
Gafrarium dispar	BOLD:AAO5706
Gafrarium divaricatum	BOLD:AAO5629
Gonatus pyros	BOLD:AAE3427
Mercenaria mercenaria	BOLD:AAA3989
Ostrea stentina	BOLD:AAD3640
Clathrodrillia sp.	BOLD:ACW9480
Neodrillia sp.	BOLD:ACW9824
Bolma recens	BOLD:AAO4986
Adipicola iwaotakii	BOLD:AAA7140
Pecten jacobaeus	BOLD:ABZ0150
Calyptogena sp.	BOLD:AAB1189
Fusconaia ebena	BOLD:AAI7254
Corbicula fluminalis	BOLD:ACF5867
Abraliopsis tui	BOLD:ADH6894
Pholas orientalis	BOLD:ACH8007
Meretrix petechialis	BOLD:AAC6198
Psammotaea elongata	BOLD:ACQ2021
Meretrix lyrata	BOLD:AAH7529
Hemifusus tuba	BOLD:ACX3419
Uroteuthis edulis	BOLD:AAB8873
Stiliger ornatus	BOLD:ACQ5939
Elysia atroviridis	BOLD:ACI2277
Heterololigo bleekeri	BOLD:AAB9046
Cepaea nemoralis	BOLD:AAU0190
Macoma balthica	BOLD:AAB2513
Brachidontes rodriguezii	BOLD:ACH5780
Bathymodiolus thermophilus	BOLD:AAB2512
Bathymodiolus thermophilus	BOLD:AAB2512
Bathymodiolus thermophilus	BOLD:AAB2512
Brachidontes puniceus	BOLD:ACH5959
Mytilus edulis	BOLD:AAA4735
Choromytilus chorus	BOLD:AAR9597
Utterbackia peggyae	BOLD:ACH3909
Lasmigona compressa	BOLD:ACD2382
Donax hanleyanus	BOLD:ACH2828
Donax hanleyanus	BOLD:ACH2828
Donax hanleyanus	BOLD:ACH2828
Donax hanleyanus	BOLD:ACH2828
Donax obesulus	BOLD:ACH3502
Dreissena presbensis	BOLD:AAB5190
Dreissena presbensis	BOLD:AAB5190
Meretrix meretrix	BOLD:AAO5535
Crassostrea iredalei	BOLD:AAB5109
Crassostrea virginica	BOLD:AAA3345
Crassostrea virginica	BOLD:ACV7858
Pinna nobilis	BOLD:ADK7624
Scapharca kagoshimensis	BOLD:AAI0662
Lepetodrilus cristatus	BOLD:AAC3710
Lepetodrilus cristatus	BOLD:AAC3710
Haliotis fulgens	BOLD:AAC5237
Lottia pelta	BOLD:AAX6503
Lottia austrodigitalis	BOLD:ACB7155
Fissurella volcano	BOLD:ADC7180
Calliostoma ligatum	BOLD:AAZ4583
Melampus bidentatus	BOLD:AAA5982
Melampus bidentatus	BOLD:AAA5982
Melampus bidentatus	BOLD:AAA5982
Nucella lima	BOLD:ACI1934
Cepaea nemoralis	BOLD:ACH8603
Cepaea nemoralis	BOLD:AAG1590
Cepaea nemoralis	BOLD:ACH6475
Cepaea nemoralis	BOLD:ACH6784
Cepaea nemoralis	BOLD:ACH6784
Cepaea nemoralis	BOLD:ACH6784
Cepaea nemoralis	BOLD:ADK1000
Cepaea nemoralis	BOLD:AAG1590
Abraliopsis tui	BOLD:ADH6894
Abraliopsis tui	BOLD:ADH6894
Corbicula japonica	BOLD:AAC3963
Corbicula japonica	BOLD:AAC3963
Costoanachis sparsa	BOLD:ADB7896
Periglypta puerpera	BOLD:AAL2654
Nassarius festivus	BOLD:ACH7262
Lottia luchuana	BOLD:AAJ2353
Patelloida ryukyuensis	BOLD:AAC5240
Clausinella isabellina	BOLD:AAO8692
Placamen calophylla	BOLD:AAJ3245
Iotyrris kingae	BOLD:ADM9957
Bathymodiolus thermophilus	BOLD:AAB2512
Brachidontes purpuratus	BOLD:ACI0907
Brachidontes purpuratus	BOLD:ACI0907
Brachidontes purpuratus	BOLD:ACQ0845
Modiolus modiolus	BOLD:ACM2550
Mytilus galloprovincialis	BOLD:AAA2184
Mytilus galloprovincialis	BOLD:AAA2184
Mytella charruana	BOLD:ACI0826
Mytilus californianus	BOLD:ACS3464
Mytilus californianus	BOLD:AAH3890
Mytilus californianus	BOLD:AAH3890
Mytilus californianus	BOLD:AAH3890
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Coelatura luapulaensis	BOLD:ACV9450
Prisodontopsis mweruensis	BOLD:ACH6284
Popenaias popeii	BOLD:AAF0409
Unio crassus	BOLD:AAF5083
Macridiscus semicancellata	BOLD:AAO8016
Pisidium nitidum	BOLD:ACQ2818
Donax dysoni	BOLD:ACQ5978
Phreagena soyoae	BOLD:AAB1189
Polititapes aureus	BOLD:ACS3708
Polititapes aureus	BOLD:ACS3708
Ruditapes philippinarum	BOLD:AAA3922
Patella caerulea	BOLD:AAC1245
Berthella sp.	BOLD:AAW3393
Rhagada convicta	BOLD:ACV8400
Siphonaria pectinata	BOLD:AAE1468
Siphonaria pectinata	BOLD:ACF0856
Trishoplita cretacea	BOLD:ACV6841
Trishoplita cretacea	BOLD:ACV6841
Rhyssoplax olivacea	BOLD:AAX8684
Corbula amurensis	BOLD:ACH5927
Scapharca kagoshimensis	BOLD:AAI0662
Crassostrea gasar	BOLD:ACQ0235
Ifremeria nautilei	BOLD:AAI7682
Dendronotus frondosus	BOLD:AAC7990
Galba truncatula	BOLD:AAI7214
Polystira albida	BOLD:AAY3530
Alviniconcha sp. 4 SBJ2014	BOLD:AAJ4939
Alviniconcha sp. 2 SBJ2014	BOLD:AAR3690
Alviniconcha sp. 2 SBJ2014	BOLD:AAR3690
Cepaea nemoralis	BOLD:ACH6474
Cepaea nemoralis	BOLD:ACH6781
Cepaea nemoralis	BOLD:AAG1590
Cepaea nemoralis	BOLD:ACH8486
Theba pisana subsp. CG2010	BOLD:ACQ3518
Theba pisana subsp. CG2010	BOLD:ACQ6051
Theba pisana subsp. CG2010	BOLD:ACQ6051
Theba subdentata	BOLD:ACQ3655
Theba chudeaui	BOLD:ACQ0737
Pseudosuccinea columella	BOLD:AAH7974
Mitrella sp.	BOLD:ADB7637
Mitrella sp.	BOLD:ADB7636
Mitrella sp.	BOLD:ADB7737
Ceratostoma rorifluum	BOLD:ACB8155
Planaxis sulcatus	BOLD:AAO8512
Zoogenetes harpa	BOLD:AAG1586
Lottia scutum	BOLD:AAJ3025
Lirabuccinum dirum	BOLD:AAZ5772
Tegula funebralis	BOLD:AAV0529
Lissarca notorcadensis	BOLD:ACW0814
Bathymodiolus brooksi	BOLD:AAI7748
Bathymodiolus brooksi	BOLD:AAI7748
Bathymodiolus brooksi	BOLD:AAI7748
Bathymodiolus childressi	BOLD:ABY5281
Bathymodiolus sp.	BOLD:ACV9510
Ligumia nasuta	BOLD:AAX4957
Popenaias popeii	BOLD:AAF0409
Popenaias popeii	BOLD:AAF0409
Unio crassus	BOLD:AAF5083
Timoclea scabra	BOLD:ACV7556
Siphonaria pectinata	BOLD:AAE1468
Siphonaria pectinata	BOLD:AAE1468
Crassostrea sikamea	BOLD:AAI9053
Saccostrea sp.	BOLD:ACI0851
Bellamya purificata	BOLD:AAW2867
Bellamya purificata	BOLD:AAW2867
Conus lividus	BOLD:AAO6206
Lataxiena blosvillei	BOLD:ACV8218
Polystira sp.	BOLD:ACV6467
Polystira tellea	BOLD:ACV6562
Dendronotus robustus	BOLD:AAL1485
Doto ussi	BOLD:ACB7929
Nipponacmea radula	BOLD:AAX6432
Allognathus hispanicus	BOLD:AAW9446
Allognathus hispanicus	BOLD:ACV8078
Causa holosericea	BOLD:ADO9569
Cepaea hortensis	BOLD:ABY0817
Superba grisea	BOLD:ACV7801
Melanoides tuberculata	BOLD:AAC7317
Corbula amurensis	BOLD:ACH5927
Pitar striatus	BOLD:AAL4095
Amphioctopus ovulum	BOLD:AAJ2313
Distorsio reticularis	BOLD:ACB8328
Littorina brevicula	BOLD:ACB8372
Vasticardium flavum	BOLD:ACX4007
Anomalocardia producta	BOLD:AAO8010
Anemina globosula	BOLD:ADC6567
Cuneopsis heudei	BOLD:ADK7816
Cuneopsis pisciculus	BOLD:ADC6325
Cuneopsis pisciculus	BOLD:ADC6325
Schistodesmus lampreyanus	BOLD:ADK6530
Elysia atroviridis	BOLD:ACI2277
Octopus vulgaris	BOLD:AAB0289
Octopus wolfi	BOLD:AAW9986
Mercenaria mercenaria	BOLD:AAA3989
Mercenaria mercenaria	BOLD:AAA3989
Pyramidula saxatilis	BOLD:ADJ1096
Pyramidula pusilla	BOLD:ADC9464
Pilsbryoconcha exilis	BOLD:ACX8982
Chiroteuthis veranii	BOLD:AAJ0137
Hyala vitrea	BOLD:ACK3861
Ocinebrina aciculata	BOLD:ACG0291
Cancellaria cassidiformes	BOLD:AAW8277
Leucosyrinx luzonica	BOLD:ADL4766
Tectura paleacea	BOLD:ADY2270
Stereophaedusa japonica	BOLD:ADB8997
Stereophaedusa valida	BOLD:ADB8142
Vastina vasta	BOLD:ADB7804
Barbatia lima	BOLD:AAW3139
Lima lima	BOLD:AAX4955
Villosa iris	BOLD:AAH7739
Cyrtonaias tampicoensis	BOLD:AAE7911
Crassostrea nippona	BOLD:AAR5083
Biomphalaria glabrata	BOLD:AAC1997
Chilostoma subaii	BOLD:AAW6445
Physella gyrina	BOLD:ABY6201
Achatinella livida	BOLD:AAC8059
Inchoatia megdova	BOLD:AAD1347
Hydrobia glyca	BOLD:AAA5645
Pyrgulopsis neritella	BOLD:AAY0070
Acanthinucella spirata	BOLD:AAA7691
Littorina obtusata	BOLD:AAA7469
Oncomelania hupensis	BOLD:AAW4485
Onykia aff. robsoni	BOLD:ADG8013
Onychoteuthis borealijaponica	BOLD:AAX0486
Onychoteuthis cf. bergii	BOLD:ADH1772
Onykia aff. robsoni	BOLD:ADG8013
Walvisteuthis jeremiahi	BOLD:ADG8859
Moroteuthopsis ingens	BOLD:AAA6541
Moroteuthopsis ingens	BOLD:AAA6541
Cylichna cf. gouldii	BOLD:AAG2995
Corbula amurensis	BOLD:ACH5927
Cerithidea rhizophorarum	BOLD:AAA9510
Ginebis argenteonitens	BOLD:ACY9249
Gigantidas horikoshii	BOLD:ACQ2605
Bathymodiolus securiformis	BOLD:ACQ4440
Neritina petitii	BOLD:AAM1170
Mercenaria mercenaria	BOLD:AAA3989
Cyclina sinensis	BOLD:AAE2934
Ruditapes philippinarum	BOLD:AAA3922
Corbicula japonica	BOLD:AAC3963
Crassostrea sikamea	BOLD:AAI9053
Crassostrea sikamea	BOLD:AAI9053
Monilea smithi	BOLD:ACB8008
Lepetodrilus nux	BOLD:AAE4120
Calliostoma shinagawaensis	BOLD:ACB7821
Cellana radiata	BOLD:AAC0533
Scutellastra optima	BOLD:AAJ5791
Bolma recens	BOLD:AAO4986
Sinanodonta lauta	BOLD:ACO6671
Acanthopleura tenuispinosa	BOLD:AAE6152
Acanthinucella spirata	BOLD:AAA7691
Schistoloma sectilabrum	BOLD:ADH8322
Amphidromus atricallosus	BOLD:ADI0974
Cerithidea cingulata	BOLD:AAA7612
Cerithidea cingulata	BOLD:AAA7612
Lunella moniliformis	BOLD:AAE3868
Pyramidula sp.	BOLD:ADC9629
Pyramidula saxatilis	BOLD:ADJ1096
Pseudosuccinea columella	BOLD:AAH7974
Fusitriton oregonensis	BOLD:AAY4099
Mitrella tuberosa	BOLD:ABX2571
Alia carinata	BOLD:AAZ4577
Nassarius fraterculus	BOLD:ACM3157
Amphissa columbiana	BOLD:ABV9130
Lophiotoma picturata	BOLD:ADF3615
Leucosyrinx sp.	BOLD:AAC9898
Conus litoglyphus	BOLD:AAJ7387
Coralliophila galea	BOLD:AAS0039
Zonitoides arboreus	BOLD:ADQ7701
Cepaea nemoralis	BOLD:ADK7636
Acanthodoris rhodoceras	BOLD:ACV9505
Grimpoteuthis sp. CYV-2001	BOLD:AAW9280
Sepioteuthis lessoniana	BOLD:AAA9505
Macridiscus aequilatera	BOLD:AAO8016
Vesicomya pacifica	BOLD:AAB1194
Cumberlandia monodonta	BOLD:AAD5812
Pleurobema clava	BOLD:AAH9183
Arianta arbustorum	BOLD:AAA1655
Nacella mytilina	BOLD:AAA3752
Hydrobia glyca	BOLD:AAA5645
Salenthydrobia ferrerii	BOLD:AAB9741
Hydrobia glyca	BOLD:AAA5645
Pyrgulopsis intermedia	BOLD:AAB3293
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Marstoniopsis insubrica	BOLD:AAF0648
Geomelania inornata	BOLD:AAY1458
Kobeltocochlea martensiana	BOLD:AAX0334
Oxymeris dimidiata	BOLD:AAC9783
Sinanodonta woodiana	BOLD:AAD9061
Tegillarca granosa	BOLD:AAA8681
Deroceras reticulatum	BOLD:AAI9663
Georissa nephrostoma	BOLD:ADF6185
Plectostoma concinnum	BOLD:ACB3993
Nassarius tabescens	BOLD:AAO7010
Austrodoris sp.	BOLD:AAO8249
Paphies ventricosa	BOLD:AAK5282
Paphies ventricosa	BOLD:AAK5282
Newnesia antarctica	BOLD:AAN6576
Cepaea nemoralis	BOLD:AAU0190
Sphaerium occidentale	BOLD:AAV0583
Bolma henica	BOLD:ADE1825
Bolma millegranosa	BOLD:ADE4345
Ancylus fluviatilis	BOLD:ACE7929
Atlanta frontieri	BOLD:ACA9301
Atlanta oligogyra	BOLD:ADH1568
Atlanta rosea	BOLD:ADH1333
Atlanta selvagensis	BOLD:ACZ0738
Atlanta turriculata	BOLD:ADH1597
Atlanta turriculata	BOLD:ADH1597
Asperoteuthis lui	BOLD:AAJ9359
